trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
48,False,"{'a': 0.6, 'e': 0.8649898828201904}",25,12,-21.318712504431154,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
49,False,"{'a': 0.6, 'e': 0.43057540477663}",20,0,-71.51822350754368,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
50,False,"{'a': 0.6, 'e': 0.15425144988758405}",25,9,15.767791629348121,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
51,False,"{'a': 0.6, 'e': 0.6851938352639844}",20,1,-23.302509886600088,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 0}",1
52,False,"{'a': 0.6, 'e': 0.976778300832261}",25,0,-113.22696680686262,"{0: 17, 1: 4, 2: 1, 3: 1, 4: 2}",0
53,False,"{'a': 0.6, 'e': 0.9271460038316652}",25,12,-22.06117540743604,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
54,False,"{'a': 0.6, 'e': 0.553634933534655}",20,3,-33.140538752434026,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 0}",1
55,False,"{'a': 0.6, 'e': 0.013276747223059479}",20,2,22.982825324834298,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,False,"{'a': 0.6, 'e': 0.5755504782013432}",30,19,-56.78441074788791,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 1}",1
57,False,"{'a': 0.6, 'e': 0.9367678684526671}",35,0,-245.4006639832158,"{0: 16, 1: 6, 2: 8, 3: 2, 4: 3}",0
58,False,"{'a': 0.6, 'e': 0.9707452912726824}",30,0,-60.661089063113664,"{0: 24, 1: 3, 2: 1, 3: 1, 4: 1}",0
59,False,"{'a': 0.6, 'e': 0.6656134553337595}",20,0,-107.21814620977112,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
60,False,"{'a': 0.6, 'e': 0.12796368962740468}",20,16,6.537955325070903,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,False,"{'a': 0.6, 'e': 0.45438747440426913}",35,17,-73.25503856640545,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 1}",1
62,False,"{'a': 0.6, 'e': 0.878008020816807}",25,0,-104.10023912030022,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
63,False,"{'a': 0.6, 'e': 0.9949151051086736}",35,0,-94.23653639898036,"{0: 27, 1: 2, 2: 3, 3: 2, 4: 1}",0
64,False,"{'a': 0.6, 'e': 0.7642697192987803}",20,0,-92.07442025524166,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
65,False,"{'a': 0.6, 'e': 0.26664293235993725}",25,12,25.593900833513114,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.6, 'e': 0.3241299022175636}",20,12,16.502474309585953,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.6, 'e': 0.801674836674626}",20,11,16.802286407950778,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.6, 'e': 0.9991716863513785}",25,0,-223.77483519003735,"{0: 11, 1: 7, 2: 2, 3: 1, 4: 4}",0
69,False,"{'a': 0.6, 'e': 0.8476291196356829}",25,0,-137.54216156836745,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
70,False,"{'a': 0.6, 'e': 0.39998531498835127}",30,12,-45.11446435612615,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 1}",1
71,False,"{'a': 0.6, 'e': 0.187384867834179}",30,23,11.126899579505471,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.6, 'e': 0.7092961252257278}",30,4,-107.76862060666497,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 2}",1
73,False,"{'a': 0.6, 'e': 0.9834298394982833}",30,0,-157.8767563764245,"{0: 20, 1: 2, 2: 5, 3: 0, 4: 3}",0
74,False,"{'a': 0.6, 'e': 0.9140232173799544}",20,0,-44.07498475663142,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
75,False,"{'a': 0.6, 'e': 0.5253219888177297}",20,9,8.96075422160098,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
76,False,"{'a': 0.6, 'e': 0.046889324047043116}",30,9,37.96861621101735,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,False,"{'a': 0.6, 'e': 0.6027208470078549}",20,6,-1.8990357598813017,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
78,False,"{'a': 0.6, 'e': 0.9480046377211832}",20,0,-217.97554699255406,"{0: 8, 1: 1, 2: 6, 3: 2, 4: 3}",0
79,False,"{'a': 0.6, 'e': 0.9621231342138227}",20,0,-108.91557174887252,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
80,False,"{'a': 0.6, 'e': 0.6401443394691997}",20,10,-19.97707691146215,"{0: 6, 1: 2, 2: 2, 3: 0, 4: 0}",1
81,False,"{'a': 0.6, 'e': 0.09454470987969996}",25,15,16.332270703867152,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,False,"{'a': 0.6, 'e': 0.48408210693915504}",20,7,-0.5922445335352058,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
83,False,"{'a': 0.6, 'e': 0.8936051166745066}",20,10,-24.12779678292767,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
84,False,"{'a': 0.6, 'e': 0.990966149974821}",25,0,-188.01260251813818,"{0: 11, 1: 3, 2: 7, 3: 2, 4: 2}",0
85,False,"{'a': 0.6, 'e': 0.7421541968137826}",20,1,-83.41544243058706,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 1}",1
86,False,"{'a': 0.6, 'e': 0.23408643079538105}",20,16,7.749158957429872,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.6, 'e': 0.3557544602087409}",20,10,-1.0676369084612138,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
88,False,"{'a': 0.6, 'e': 0.8213200831418711}",25,7,-7.104397940233931,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 0}",1
89,False,"{'a': 0.6, 'e': 0.9999749715063864}",30,0,-86.73520982845343,"{0: 18, 1: 3, 2: 9, 3: 0, 4: 0}",0
90,False,"{'a': 0.6, 'e': 0.8293098328631502}",20,0,-145.96739357493234,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
91,False,"{'a': 0.6, 'e': 0.3689429102071134}",20,0,11.853914610391989,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
92,False,"{'a': 0.6, 'e': 0.22030638553843548}",30,14,14.044637149602073,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
93,False,"{'a': 0.6, 'e': 0.7325963225609062}",35,0,-113.14161204775489,"{0: 22, 1: 4, 2: 6, 3: 3, 4: 0}",0
94,False,"{'a': 0.6, 'e': 0.9889692871843125}",30,3,-140.75105052880423,"{0: 14, 1: 3, 2: 8, 3: 1, 4: 1}",1
95,False,"{'a': 0.6, 'e': 0.8998668269691937}",20,0,-109.04358789707464,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
96,False,"{'a': 0.6, 'e': 0.49641499476257345}",25,4,-26.673466762092044,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
97,False,"{'a': 0.6, 'e': 0.0804488770636911}",30,0,12.045194143502307,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
98,False,"{'a': 0.6, 'e': 0.6292096416028825}",20,0,-55.76565864097896,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
99,False,"{'a': 0.6, 'e': 0.9581693758551346}",30,0,-332.21251133068245,"{0: 13, 1: 3, 2: 5, 3: 4, 4: 5}",0
100,False,"{'a': 0.6, 'e': 0.9524129804151563}",25,0,-88.32942213338536,"{0: 13, 1: 5, 2: 6, 3: 1, 4: 0}",0
101,False,"{'a': 0.6, 'e': 0.6139513298226743}",30,0,-113.31573138408511,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
102,False,"{'a': 0.6, 'e': 0.06101881623246377}",30,18,19.339143444092716,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.6, 'e': 0.5132293253901121}",20,0,-26.710924347161296,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
