trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
118,False,"{'a': 0.6, 'e': 0.06399999999999978}",20,2,22.54261814285282,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.6, 'e': 0.06199999999999978}",25,9,17.56193197037078,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.6, 'e': 0.059999999999999776}",20,10,18.26776352635533,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.6, 'e': 0.057999999999999774}",20,0,23.607104971623652,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
122,False,"{'a': 0.6, 'e': 0.05599999999999977}",20,0,0.16726545452846098,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
123,False,"{'a': 0.6, 'e': 0.05399999999999977}",30,11,29.441008734948802,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
124,False,"{'a': 0.6, 'e': 0.05199999999999977}",20,7,17.36085534078874,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.6, 'e': 0.04999999999999977}",20,15,10.579802475811954,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.6, 'e': 0.047999999999999765}",30,18,24.14166751494011,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.6, 'e': 0.04599999999999976}",25,9,19.156927568724125,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
128,False,"{'a': 0.6, 'e': 0.04399999999999976}",30,11,32.510486857849855,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.6, 'e': 0.04199999999999976}",30,10,28.25584108621464,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.6, 'e': 0.03999999999999976}",35,10,46.052512198401715,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.6, 'e': 0.037999999999999756}",30,15,25.84984312457895,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.6, 'e': 0.035999999999999754}",25,3,36.65196649229788,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.6, 'e': 0.03399999999999975}",20,13,15.22903883611929,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.6, 'e': 0.03199999999999975}",35,11,39.657760037817496,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.6, 'e': 0.02999999999999975}",20,12,17.711420490118375,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.6, 'e': 0.027999999999999747}",25,19,12.423949357442922,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.6, 'e': 0.025999999999999746}",20,12,13.251125059681831,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
